3.8333333 7.5 3.25 0.66666667 1.5 0.14285714
5.1666667 4.75 1.75 3.3333333 3.5 2.1428571
5 6 4.125 2 4.5 2.1428571
5.6666667 5.25 2.125 2.6666667 4.5 1.4285714
4 4.75 3.25 1.6666667 3 1.7142857
5.8333333 5.25 3.875 2.6666667 5.5 2.4285714
3.8333333 6.5 2 1 2.5 1.2857143
4.1666667 5.75 1.75 1.3333333 3 1
5.3333333 5.75 3.375 4 5.5 2.5714286
4 6 3.625 2.6666667 5 2.1428571
5.3333333 6.75 1.375 1.6666667 2.5 0.71428571
5.3333333 5 1.25 3.3333333 4.5 2.4285714
3.6666667 5.75 3.625 2.6666667 5 1.4285714
6.5 6 2.5 3.6666667 4.5 3
4 9.25 4 3 3.75 1
4.6666667 5.75 3.625 2.6666667 2.75 1.8571429
2.8333333 5 0.875 3 2.5 1.5714286
4.6666667 5 0.75 4.3333333 4 2.7142857
0.66666667 4.5 0.75 2 3 1
4.3333333 9.25 3.375 1.3333333 2.25 1.1428571
5 4.5 2.625 1.6666667 2.75 1.5714286
5 6 3.25 3.3333333 5.75 2.7142857
4.1666667 5.25 2.125 3 3.25 0.71428571
3.8333333 5.25 2.375 1.6666667 2.25 1
5.6666667 7 2.125 4 4.75 2.2857143
1.6666667 5.75 1.375 0 1.5 1.1428571
6.3333333 5.5 4.125 4 3.25 1.8571429
4 5.25 2.5 1 1.5 1.8571429
4.5 6 1.75 1.6666667 2 1.5714286
4.6666667 8 4.25 3 4.75 2.4285714
4.8333333 8.25 2.25 0.33333333 2.25 0.57142857
4.8333333 6.5 1.75 2.3333333 3.5 0.71428571
3 5.25 0.625 1 1.5 1
6.3333333 6.25 2.5 3.3333333 5.75 3.7142857
5.5 7 2.875 2.6666667 4 0.85714286
5.3333333 6 2.75 4 5 2.1428571
3.3333333 7.25 3.25 1.3333333 1.25 0.57142857
5.5 5 2.25 3.6666667 4.5 1.7142857
4 6.5 2.625 2.6666667 2.75 1.8571429
3.8333333 6.25 3.375 2 3.75 0.42857143
5.1666667 4.75 2.125 1 2 1.5714286
4.3333333 3.5 0.875 2.6666667 3.25 1.1428571
4.1666667 5.5 0.875 4.6666667 4.75 2.1428571
5 5.75 4.25 4 4.25 2.4285714
4.3333333 4.75 0.5 3.3333333 5.75 2.8571429
7.5 7.5 2.125 5.3333333 6.75 2.7142857
5 3.75 1.375 1.6666667 2.75 1.4285714
5.5 6.25 2.75 3.6666667 4.5 3.2857143
6.1666667 3.75 4.375 2.6666667 3.25 1
6.5 6.5 1.875 3.6666667 3.75 1.7142857
4.3333333 7.75 1.875 4.3333333 4.5 1.8571429
4.6666667 5.25 1.625 3.3333333 4.5 2.8571429
6.8333333 9 4.375 2.6666667 5.75 5
4.5 6.5 3.125 2.6666667 5.5 2.1428571
6.8333333 6.5 0.75 5.3333333 5.75 3.1428571
5.5 6.75 3.75 2.6666667 2.75 2
6.3333333 5.5 1.625 5.6666667 5.5 4
4.1666667 4.25 2.25 3.3333333 3.5 1.4285714
5.6666667 9.25 4.375 3.6666667 4.75 3
6.3333333 5.25 2.625 4.3333333 4.25 1.5714286
6.1666667 6.25 4.25 5 3.5 1.8571429
5.1666667 6.5 1.75 4 5.25 1.8571429
4.1666667 7.5 3.875 1 2 0.85714286
4.1666667 5.75 1 3.6666667 4.75 1.8571429
5.1666667 5.75 2.5 2.6666667 4.75 2.7142857
4.3333333 5.25 4 3 2.75 1
3.5 7.25 3.375 2.3333333 2.25 1.1428571
4.6666667 4.75 1.625 2.6666667 3.25 2
4.8333333 6 1.5 2.6666667 4.25 1.2857143
5 5.5 2.375 3.3333333 3 2
7.5 7 4.25 4 6.5 3.5714286
5.3333333 5.25 4.125 2.3333333 3.75 1.5714286
6.1666667 6.75 4.125 3.3333333 5 2.8571429
5.3333333 8.75 3.125 4.3333333 4 1.1428571
4.3333333 7 1 4.3333333 5.5 3
4.8333333 7 1.125 3.3333333 5 2.2857143
6 7.5 3.25 3 6 2.4285714
5 4.5 1.625 2 2.75 0.57142857
4.1666667 8 4.375 4.3333333 6.25 3.1428571
5.6666667 5.5 3.5 4 4.25 2.2857143
5 6.25 1.75 1.3333333 2 0.57142857
3.5 5.25 2.25 2 3.75 1.8571429
7.3333333 8 2.625 2.6666667 5 2.4285714
6.1666667 7.5 3.625 4 6.25 2.5714286
4.8333333 5.25 4.5 4.3333333 5.75 2.8571429
5.6666667 6.25 2.75 3.3333333 5.25 2.1428571
5.5 6.75 4.5 2.3333333 4.5 2.5714286
5.1666667 5 2.5 3.3333333 5.75 3
3.1666667 3.75 1.5 3.3333333 5.75 2.2857143
5 7.5 4.5 2 1.5 0.42857143
7.1666667 9 3.875 3.6666667 5.25 4.7142857
7.3333333 6.75 4 6 6.5 6.1428571
2 5.5 0.625 2.6666667 5 0.85714286
3.8333333 5.5 1.875 3.6666667 5 3
4.1666667 6 1.25 4 5 2.5714286
4.6666667 5.75 1.625 0.66666667 2.5 1.4285714
5.8333333 4.75 2.625 5.6666667 5.5 4.1428571
6.6666667 5.5 4.375 2.6666667 3.75 1
6.8333333 7.25 4.25 5 5.75 4.8571429
5.3333333 4.75 2.625 3 5.5 2.1428571
4.8333333 5 2.375 3 4.25 2.4285714
5.1666667 6 2.375 1.3333333 2.25 1.1428571
6.3333333 6.75 1.125 3 2.5 1.4285714
4.8333333 5.75 1.25 3 4.75 2.1428571
3.8333333 4.75 0.5 3.3333333 4.25 1.4285714
5.5 5.5 2.125 2.6666667 4.25 1.4285714
5.6666667 6 2.75 3.6666667 4.75 2.7142857
4.8333333 5.75 1.125 3 4.75 1.5714286
2.6666667 6.25 1.25 2.6666667 6.25 3.4285714
5 6.25 2.5 3.3333333 5.75 2.5714286
6 8.25 4.5 5.6666667 6.25 5.8571429
4.6666667 6.25 1.125 3.3333333 4.5 1.5714286
5 6.25 1.375 3.6666667 5.25 1.1428571
3.3333333 6.25 0.75 3 5.25 2.2857143
4.5 6.5 0.75 3.3333333 4 1.8571429
5.3333333 5.25 1 0.33333333 1.75 1.5714286
6.3333333 7.75 1.5 3.3333333 2.75 2
2.8333333 5.25 0.75 1.6666667 2.5 1.4285714
5.6666667 7 3 4.6666667 5.5 3.7142857
4.1666667 7.75 2.25 2.3333333 3 1.5714286
5.5 7.75 3.75 3.6666667 5.75 2.5714286
6.6666667 5.75 2.5 3.3333333 5.75 5
5 5.5 2.5 2.6666667 4.25 2.8571429
6 7 2.75 4.3333333 6 5.1428571
4 4 1.75 1.6666667 4.25 1.5714286
6.6666667 6.5 3.25 4.3333333 6 3.5714286
5 6 2.375 4.6666667 6.5 3.4285714
7 6.75 3.375 2.3333333 3.25 0.57142857
5.5 6.75 2 2.6666667 4.25 1.8571429
5.3333333 5.5 1.875 3 5 2.4285714
5.1666667 5.25 0.625 4.3333333 4.75 2.7142857
4.5 5.75 0.5 3 2.75 1
5.1666667 5.75 1.375 1.3333333 4 2.2857143
5.1666667 8.5 0.375 3 4.75 2.4285714
2.8333333 7.5 1.625 3 4.25 1.8571429
5 5 1.625 3 5 3
4.6666667 4.75 1 3 3.5 2.8571429
3.1666667 5.5 1 1.6666667 3 0.57142857
4.6666667 5 1.75 2.6666667 3.75 1.1428571
6.3333333 6.25 1.625 3 5.75 2.1428571
5.6666667 7 1.25 3 5.5 2.8571429
3 5.5 0.625 0.66666667 1 0.28571429
2.6666667 5 1 2 4.5 1.8571429
3 7.5 2.125 6.3333333 6 4.7142857
5.3333333 5.25 1.125 5 5 3.5714286
5.6666667 5.25 1.125 3 5.75 3.4285714
3.5 5.5 1 3 3 1.1428571
4.6666667 5 1.75 2.6666667 4.5 1.4285714
6.5 6 3.125 4.6666667 4.25 1.5714286
5.3333333 6.5 1.25 3.6666667 5.75 3.2857143
4.6666667 6 1 2 2.5 1.4285714
4 5 2.75 3.6666667 4.75 2.5714286
5.1666667 4.75 1.625 2.6666667 5.5 2.4285714
4.8333333 6.5 3.125 3.3333333 5.5 2.5714286
4.8333333 7.5 1.875 2.3333333 4 1.7142857
2.6666667 5.75 0.625 2.3333333 5 1.8571429
4.1666667 6.25 3.25 1.6666667 1.75 0.71428571
4.1666667 6.75 1.875 2 4 1.8571429
6.1666667 7.75 2 4.6666667 7 2.8571429
5 6.5 2.375 2.3333333 5.25 2
4.8333333 6 1.25 3 5.25 2.4285714
6.1666667 8.5 2.125 6 6 3.8571429
4.6666667 5 0.5 2.6666667 4.5 0.85714286
3.6666667 8.5 2.375 3.3333333 4.25 2.1428571
6.3333333 5.25 2.25 6 6.5 4.4285714
4.8333333 5.25 2.25 2.3333333 4 1
4.1666667 6.25 3.75 3 4 2.2857143
4.6666667 6.75 1.625 1.6666667 1.5 0.57142857
3.8333333 5 2.25 2 3 0.85714286
1.8333333 5 1.125 4.3333333 4 2.1428571
7.5 9.25 3.625 3.3333333 4 2.2857143
3.1666667 3.75 0.875 5 4.75 2.7142857
6.8333333 5.25 1.375 3 4 2
5.8333333 7.5 4.125 2.6666667 3.75 1.7142857
5.6666667 6 2 3 3.5 1.4285714
3.1666667 5.5 1.5 3.3333333 4 2.4285714
4.1666667 5.25 1.875 2.6666667 4.25 2.4285714
6 7 4.125 5 6 5.5714286
3.1666667 5.75 0.75 2.3333333 3.25 2.7142857
4.5 5.25 0.875 3 4.75 3.1428571
3.5 2.25 1.75 5 6.25 4.2857143
4.5 5.5 4 2.6666667 3.25 1.8571429
4.3333333 5.5 1 1.6666667 2.75 1.5714286
3.3333333 6.75 1.875 3 4.75 1.5714286
5.5 5.5 1.75 4.3333333 6.25 3.7142857
6.3333333 6.5 0.875 5.3333333 6.25 2.1428571
5.5 6.25 4.25 5 5.75 3
6 7.25 2 3 5.75 3.2857143
6.3333333 7.25 4.375 4.3333333 5.5 2.4285714
5.1666667 6.25 3.5 3.3333333 6.25 3.8571429
6 7 1.625 3.6666667 5.75 2.5714286
5.1666667 6.5 3.625 3.6666667 6.5 1.7142857
4.6666667 6 0.75 2.6666667 4.25 2.1428571
6.3333333 9.25 3.5 3.3333333 4.75 2.7142857
4.8333333 8.5 2.75 3.3333333 5 2.7142857
5.8333333 6 1.875 4 5 3.2857143
5.8333333 6.25 3.125 3.6666667 6 2.7142857
3.8333333 5.25 0.375 3 5.25 1.7142857
5.1666667 7 3.125 4 5.75 2.1428571
8.5 6.5 4.25 6 6.5 5.4285714
5.5 7 2.25 5 5.75 4.2857143
3.5 6.5 2.125 4 4 4.7142857
6.1666667 8 1.375 5.3333333 6.25 4.5714286
6.1666667 5 2.625 2.6666667 4.75 2.7142857
6.1666667 6.5 3.625 2.3333333 4.75 2.7142857
6.5 6.5 3 5.6666667 6.5 4.2857143
6.5 8.5 4.125 3.3333333 4.75 2.2857143
3 4 0.5 3.3333333 5.25 2.7142857
4.6666667 7 2.25 3.3333333 6.25 3.2857143
4.8333333 5.75 1.125 2 6 1.2857143
4.1666667 5 1.375 4 4.75 2.4285714
4.8333333 8.25 1.375 4.3333333 5.75 3.7142857
5.3333333 5.25 1.875 4.6666667 5 4.1428571
5 5.25 2.625 4 6 3.8571429
5.8333333 7 2.375 6 6.75 4.7142857
2.6666667 8.5 4 4.6666667 5.5 3.4285714
6.3333333 7.5 4.125 4.6666667 5.5 4.1428571
4.3333333 6.25 0.875 3.3333333 3.75 1.8571429
5.5 7 1.5 4.6666667 5.25 2
4.6666667 6.75 4 3.3333333 4.75 2.4285714
4.5 5.5 2 2.6666667 4.75 2.1428571
4.3333333 7.25 1.25 2.6666667 4.75 1.8571429
5 8 3.25 2.3333333 3.75 1.4285714
3.6666667 5.75 1 1.3333333 3.25 2.4285714
5.3333333 6 1 3 4.75 2
5.1666667 5.75 1.625 4 4.75 2.1428571
5.3333333 6.25 2.125 1.6666667 2.75 2.2857143
6.6666667 5.25 1.875 2.6666667 4.5 1.8571429
3.5 5 1.375 2.3333333 4.75 1.1428571
5.1666667 6.25 3.25 5 6 3.2857143
4 6 2 2.6666667 4.5 1.7142857
6.8333333 6.25 1.875 4 5.25 2.7142857
5 5.75 1.25 2.6666667 3.5 1.7142857
5.8333333 5 2 3.3333333 4 1.4285714
5.6666667 6.75 2.125 4.3333333 6.25 4.5714286
4.1666667 5.5 1.625 2.3333333 4 1.5714286
4 6.25 0.75 3 4.75 3.2857143
6 6.5 2.125 3.3333333 4.75 1.4285714
3.3333333 4.75 0.875 2.6666667 5 0.85714286
4.6666667 6 1.125 1.3333333 3 1.5714286
5.6666667 5.5 1.625 3.3333333 4.25 2
5.6666667 5.25 2.375 3.3333333 4.5 2
5.8333333 7 1.25 3 3.25 1.5714286
6.1666667 6.5 3 3 4.25 2.8571429
4 7 1.375 2.6666667 4.25 1
3 6 1.625 2.3333333 4 1
4.6666667 5.5 1.875 3.6666667 5.75 4.2857143
4.3333333 6.75 0.5 3.6666667 4.5 2
4.3333333 6 3.375 3.6666667 5.75 3.1428571
