201 0 7 13 0 0                                                                  
    174  94  96   1   1   9  -3   7  21   1  20  11  25                         
278 1 7 12 9 0                                                                  
     27  21  12   7  34   9  19  27  22  88  62 109 191                         
    171  96  96   4   2  15  33   8  30  23  20  14  24                         
279 1 7 12 5 0                                                                  
     21   9  13  14  33  15  25  32  30  68  64  91 181                         
    178  95 100  12   5  17  43  12  31  19  27  14  46                         
280 0 7 12 9 0                                                                  
     27  22  11  32  35   8  13  26  13  56  56  75 177                         
    171  81 107   3  11  18 -12  14  28  19  21  16  42                         
281 1 7 12 7 0                                                                  
     26  22  12   8  43   5  11  28  11  76  51 114 156                         
    171  82  99   5   7  18  33  10  27  24  22  17  27                         
282 0 8 14 2 0                                                                  
     20  27  18  15  41   9  19  28  11 130  88 105 241                         
    195  95 115   1  13  16  48  15  27  17  31  16  40                         
283 1 8 13 1 0                                                                  
     33  22  14  14  50  13  25  29  26  84  60 127 230                         
    172  79 103   4   9  19  24  15  26  30  30  17  46                         
284 1 8 1211 0                                                                  
     38  26  19   7  39  16  25  28  15 109  72 111 200                         
    182  92 108  11  15  20  45  18   8  19  32  19  35                         
285 1 8 13 2 0                                                                  
     33  25  16  34  41  15  23  31  21 109  83 143 246                         
    180  86 109  16  20  20  27  20  33  22  33  14  45                         
286 0 8 13 6 0                                                                  
     36  29  17  16  55   9  23  29  23 149  92 156 247                         
    182  84 106  11  15  19  48  20  29  35  31  16  33                         
287 0 8 13 9 0                                                                  
     38  29  12  35  55  13  22  27  17 112  78 126 227                         
    178 110 109  11  16  16  57  23  48  15  30  14  48                         
288 1 8 13 2 0                                                                  
     31  25  10  28  54  10  25  34  27 103  64  98 168                         
    165  89 104  11   7  14  30  19  28  24  25  14  48                         
289 1 8 13 1 0                                                                  
     36  28  17  13  48  11  23  36  18 134  95 102 224                         
    168  92 104  13  19  20  24  23  43  22  31  18  46                         
290 0 8 13 8 0                                                                  
     31  26  16  29  58  11  26  37  12  85  74  99 189                         
    198 104 110   7  15  17  42  18  38  24  30  20  38                         
291 1 8 14 2 0                                                                  
     28  24  14   6  44   8  17  33  15  92  85  95 215                         
    187  89 108   9  11  17  25  16  31  19  32  15  31                         
292 0 8 13 8 0                                                                  
     38  37  15  28  61  10  19  33  19 110  85 135 199                         
    166  82  95   0  19  16  39  19  40  28  30  20  46                         
293 0 8 13 6 0                                                                  
     29  34  14  22  48  10  20  22  19  84  53 132 147                         
    184  98  94   5  11  13  41  14  27  24  28  14  35                         
294 0 8 13 7 0                                                                  
     35  24  16  15  60  12  20  30  23  92  90 125 232                         
    196  83 106  11   9  18  54  22  41  20  29  17  33                         
295 1 8 13 3 0                                                                  
     35  25  18  25  50  11  24  31  19 132  69 118 187                         
    168  85 107   2  11  18  15  18  27  20  22  16  40                         
296 1 8 1210 0                                                                  
     23  21  13   3  54   9  21  24  12 133  65 111 235                         
    182  90 102  12  11  20  24  16  20  15  29  13  25                         
297 1 8 13 5 0                                                                  
     31  28  14  25  51  12  23  32  15 139  91 110 199                         
    175  94 108   8  14  18  30  11  30   6  26  15  45                         
298 0 8 14 6 0                                                                  
     51  26  23  34  84  18  26  43  38 133 110 161 249                         
    195 112 119  15  20  20  71  24  50  40  32  18  48                         
299 1 8 14 9 0                                                                  
     33  28  14  18  60  15  23  29  30  96  89 122 212                         
    178  86 102   7   6  17  21  15  29  31  30  18  40                         
300 1 8 1511 0                                                                  
     21  26  13  17  64  12  16  23  33 118  69 112 132                         
    180  86 101   8  13  12  34  12  24  23  28  15  36                         
302 1 8 13 9 0                                                                  
     37  32  17  11  72  16  25  28  32  80  84  95 171                         
    187 104 118  14  18  17  78  16  50  27  33  15  45                         
303 0 8 13 1 0                                                                  
     37  20  15  21  36   8  19  33  19  78  45 101 179                         
    174  86 113   5  13  17  40  21  24   8  24  14  46                         
304 0 8 13 9 0                                                                  
     37  26  20  29  43   7  19  23  19 102  77 113 210                         
    178  84 104   5  12  11  28  23  27  23  28   8  29                         
305 0 8 13 7 0                                                                  
     39  26  15  24  78  17  26  35  30 115 101 136 266                         
    190 101 119   6   4   8  54  11  35  29  32  18  35                         
306 1 8 13 0 0                                                                  
     39  34  17  33  45  10  19  26  16  95  75 119 240                         
    172  94 111   7  16  16  30  22  35  33  28  18  37                         
307 1 8 13 8 0                                                                  
     18  16   6   4  55  10  21  29  19  68  42  80 125                         
    194  88 103  15  12  14  15   3  18   5  25  10  15                         
308 1 8 12 9 0                                                                  
     28  28  14  18  50  10  25  37  23  87  60  93 170                         
    177  88 104  19  13  19  28  15  23  13  24  20  45                         
309 0 8 1410 0                                                                  
     29  23  16   9  38   6  24  27   9 100  63 182 227                         
    169  88  97   6  10  14  33  19  38  25  27  17  30                         
310 1 8 13 5 0                                                                  
     25  20  14  11  51  12  19  33  17 111  66 125 206                         
    194 103 102  11  17  19  33  20  35  14  29  17  39                         
311 0 8 13 4 0                                                                  
     29  33  16  11  57  13  23  31  26  78  61 103 198                         
    173  79 107   7   9  13  62  13  34  19  26  21  42                         
312 1 8 13 6 0                                                                  
     32  21  16  15  55  14  20  28  29 117  72 108 237                         
    171  92 108   6  13  18  45  13  18  24  31  15  40                         
313 0 8 13 6 0                                                                  
     30  21  14  21  51  12  24  33  27  96  69 113 206                         
    183  96 107  15  11  20  84  14  50  27  35  20  35                         
314 1 8 13 5 0                                                                  
     35  28  14  19  59  18  27  34  33 145  90 117 226                         
    186  97 100   9   8  20  70  23  44  39  33  15  44                         
315 0 8 12 1 0                                                                  
     16  34  13  32  60  14  22  29  24  99  58 108 215                         
    188  79 101   5  11  10  48  21  27  17  32  16  37                         
316 1 8 13 5 0                                                                  
     38  30  19  33  66  14  22  36  29  97  91 120 252                         
    192  96 102   7  11  17  15  19  43  36  30  17  33                         
317 1 8 13 2 0                                                                  
     26  25  12   7  41  10  15  25  13 115  78 129 183                         
    158  95 113   9  13  20  15  17  18  10  26  13  25                         
318 1 8 13 7 0                                                                  
     33  28  10  12  37  14  21  33  14 106  88 106 187                         
    173 100 109   8  12  20  21  16  35  15  27  10  37                         
320 0 8 15 3 0                                                                  
     28  27  20  32  48  10  19  30  17  69  49 130 198                         
    179  95 105   3   5  14  42  12  22  30  19  12  46                         
321 1 8 13 3 0                                                                  
     27  22  13  16  46   8  19  33  15 135  75 142 225                         
    176  89 103   9   4  11  33  16  19  23  26  17  46                         
322 1 8 14 4 0                                                                  
     26  29  17  10  53   8  19  29  13  85  91 109 220                         
    181  86 109   7  12  14  45  15  26  10  25  19  27                         
323 0 8 14 7 0                                                                  
     30  32   9  26  44   7  15  34  10 109  61 140 178                         
    184  94 103   8   8  20  51  18  27  20  29  15  48                         
324 0 8 13 3 0                                                                  
     22  23  17   8  40   4  13  25  17  92  54  81 150                         
    174  87 102   6   3  19 -18  12   8   5  24  11  18                         
325 0 8 13 8 0                                                                  
     32  24  12   8  52   9  19  29  14  78  77  89 191                         
    187  86  94   4   6  14  24  12  30  21  18  17  40                         
326 0 8 14 6 0                                                                  
     31  23  12  13  37  12  19  21  15  82  84 108 182                         
    180  90 108   4  12  15  40  12  28   3  27  17  26                         
327 0 8 14 9 0                                                                  
     32  25  13  17  42   5  11  23  16 106  58 143 200                         
    168  87 107   4  10  17   6  15  30  13  29  13  45                         
328 0 8 16 4 0                                                                  
     40  21  15  15  39   8  18  24  13  84  67 126 215                         
    180 111 100  10  17  10  28  14  22   1  26  16  47                         
329 0 8 1211 0                                                                  
     21  20  15  11  36   7  19  28   8  80  69 117 235                         
    180  74 101   6   2  14  30  21  18  15  23  16  47                         
330 0 8 13 1 0                                                                  
     31  25  15  26  58  15  24  34  23  55  52  80 154                         
    171  85 102   4   6  14  50  14  32  15  22  17  41                         
331 1 8 14 1 0                                                                  
     24  24  14  16  44   8  18  22  12  77  74  94 135                         
    175  91 104   8   8  18  16  15  35   6  29  11  46                         
333 0 8 14 3 0                                                                  
     41  25  20  15  42  12  21  32  19  64  68  94 189                         
    177  79 105   2   5  11   3   9   9   7  20  19  44                         
334 1 8 14 9 0                                                                  
     30  23  11  10  42   8  14  30  12  98  65 132 240                         
    165  92  97  10  12  18  16   9  17  22  25  18  24                         
335 0 8 16 1 0                                                                  
     35  20  14  16  55  10  16  26  10  80  78 105 205                         
    171  85 102   5   3  13  15  17  25  24  27  16  37                         
336 0 8 13 5 0                                                                  
     34  27  14  17  48  13  25  33  32  77  72 119 195                         
    170  89 114  11   7  16  60  21  39  34  24  16  37                         
337 0 8 14 3 0                                                                  
     25  22  13  13  43   7  16  25  11 135  61 126 204                         
    159  76  97   0   3  10   3  18  10   5  21  12  25                         
338 1 8 13 1 0                                                                  
     24  25  18   6  42   9  19  31  23 120  97 131 206                         
    194  99 113  26  16  19  24   2  37  19  28  18  44                         
339 0 8 14 4 0                                                                  
     36  26  18  17  53  10  19  26  10  56  46 115 180                         
    174  99  98  10   7  12  30  11  14  12  20  22  38                         
340 0 8 15 6 0                                                                  
     20  19  19   7  37   8  20  28   6 134  45 110 244                         
    189  92  94   9   9  15   7  12  13   7  26  15  41                         
341 0 8 1411 0                                                                  
     28  24  12   9  31   4  12  27  11  96  72 115 174                         
    172  85 105   7   8  18  33  21  46  23  29  17  34                         
342 1 8 1211 0                                                                  
     34  22   8  13  44  10  17  25  14 126  63 120 162                         
    164  82  96   9   5  14   3   2  29  23  33  15  29                         
343 0 8 14 3 0                                                                  
     34  21  17  19  51  10  18  28  14  78  62 103 228                         
    173  99 104   1   8  14  24  14  39  11  19  19  28                         
344 1 8 13 0 0                                                                  
     35  28  13  10  45   9  13  26  11  96  63  97 208                         
    189  96 115  10  15  18  43  20  39  27  20  17  36                         
345 0 8 13 3 0                                                                  
     37  26  15  24  49   9  17  31  20  70  58  85 204                         
    189  92 112   7   9  18  39  12  25  17  25  15  42                         
346 0 8 13 5 0                                                                  
     24  28  18  11  49   8  17  27   7 117  58 112 189                         
    166  75 102   1   4   8   9  12  32  12  20  16  36                         
347 1 8 1410 0                                                                  
     18  24  14  13  31   7  16  23   7 106  54 121 219                         
    162  87 104   2   3  14  28  15  17   8  21  14  41                         
348 1 8 14 3 0                                                                  
     28  22  16  15  55  11  23  32  30  92 118 120 274                         
    171  92 105   7  16  17  30  20  28  18  30  16  32                         
349 0 8 14 2 0                                                                  
     26  27  14   4  48  11  18  33  14 117  49 124 158                         
    181  87 102   9   4  13  10  15  10  20  27  18  14                         
351 0 8 13 5 0                                                                  
     26  24  16  27  51  11  23  39  22  94  87 139 186                         
    184  90 109  25  16  14  69  14  39  31  29  16  45
